h,t,exacta,segunda_derivada,error
0.0005,6.96,-0.779572,-0.779572,1.65951e-08
0.0005,6.97,-0.77327,-0.77327,1.57818e-08
0.0005,6.98,-0.76689,-0.76689,1.61242e-08
0.0005,6.99,-0.760434,-0.760434,1.60613e-08
0.0005,7,-0.753902,-0.753902,1.50401e-08
0.0005,7.01,-0.747295,-0.747295,1.56705e-08
0.0005,7.02,-0.740613,-0.740613,1.52228e-08
0.0005,7.03,-0.733856,-0.733856,1.53317e-08
0.0005,7.04,-0.727027,-0.727027,1.48235e-08
0.0005,7.05,-0.720124,-0.720124,1.54223e-08
0.0005,7.06,-0.71315,-0.71315,1.50202e-08
0.0005,7.07,-0.706104,-0.706104,1.47133e-08
0.0005,7.08,-0.698988,-0.698988,1.38476e-08
0.0005,7.09,-0.691802,-0.691802,1.4389e-08
0.0005,7.1,-0.684547,-0.684547,1.41908e-08
0.0005,7.11,-0.677223,-0.677223,1.40278e-08
0.0005,7.12,-0.669831,-0.669831,1.35261e-08
0.0005,7.13,-0.662373,-0.662373,1.3755e-08
0.0005,7.14,-0.654848,-0.654848,1.40446e-08
0.0005,7.15,-0.647258,-0.647258,1.32427e-08
0.0005,7.16,-0.639603,-0.639603,1.31931e-08
0.0005,7.17,-0.631884,-0.631884,1.28861e-08
0.0005,7.18,-0.624102,-0.624102,1.3267e-08
0.0005,7.19,-0.616257,-0.616257,1.31621e-08
0.0005,7.2,-0.608351,-0.608351,1.27538e-08
0.0005,7.21,-0.600384,-0.600384,1.26138e-08
0.0005,7.22,-0.592357,-0.592357,1.22914e-08
0.0005,7.23,-0.584271,-0.584271,1.24553e-08
0.0005,7.24,-0.576126,-0.576126,1.17035e-08
0.0005,7.25,-0.567924,-0.567924,1.18123e-08
0.0005,7.26,-0.559665,-0.559665,1.14376e-08
0.0005,7.27,-0.55135,-0.55135,1.09172e-08
0.0005,7.28,-0.54298,-0.54298,1.08568e-08
0.0005,7.29,-0.534555,-0.534555,1.11579e-08
0.0005,7.3,-0.526078,-0.526078,1.04907e-08
0.0005,7.31,-0.517547,-0.517547,1.06502e-08
0.0005,7.32,-0.508965,-0.508965,1.02546e-08
0.0005,7.33,-0.500332,-0.500332,1.04326e-08
0.0005,7.34,-0.491648,-0.491648,1.00753e-08
0.0005,7.35,-0.482916,-0.482916,1.01904e-08
0.0005,7.36,-0.474135,-0.474135,1.00405e-08
0.0005,7.37,-0.465307,-0.465307,9.72076e-09
0.0005,7.38,-0.456433,-0.456433,9.40439e-09
0.0005,7.39,-0.447512,-0.447512,9.47685e-09
0.0005,7.4,-0.438547,-0.438547,9.11467e-09
0.0005,7.41,-0.429538,-0.429538,9.08283e-09
0.0005,7.42,-0.420487,-0.420487,8.53653e-09
0.0005,7.43,-0.411393,-0.411393,8.26174e-09
0.0005,7.44,-0.402258,-0.402258,8.36422e-09
0.0005,7.45,-0.393083,-0.393083,8.17865e-09
0.0005,7.46,-0.383868,-0.383868,8.17561e-09
0.0005,7.47,-0.374615,-0.374615,7.87147e-09
0.0005,7.48,-0.365325,-0.365325,7.5126e-09
0.0005,7.49,-0.355998,-0.355998,7.31667e-09
0.0005,7.5,-0.346635,-0.346635,7.15778e-09
0.0005,7.51,-0.337238,-0.337238,7.13923e-09
0.0005,7.52,-0.327807,-0.327807,6.83386e-09
0.0005,7.53,-0.318344,-0.318344,6.52227e-09
0.0005,7.54,-0.308848,-0.308848,6.43241e-09
0.0005,7.55,-0.299322,-0.299322,5.97882e-09
0.0005,7.56,-0.289765,-0.289765,6.11015e-09
0.0005,7.57,-0.28018,-0.28018,5.6612e-09
0.0005,7.58,-0.270567,-0.270567,5.69823e-09
0.0005,7.59,-0.260926,-0.260926,5.20428e-09
0.0005,7.6,-0.25126,-0.25126,5.20187e-09
0.0005,7.61,-0.241568,-0.241568,5.1039e-09
0.0005,7.62,-0.231852,-0.231852,4.94844e-09
0.0005,7.63,-0.222114,-0.222114,4.74672e-09
0.0005,7.64,-0.212352,-0.212352,4.49698e-09
0.0005,7.65,-0.20257,-0.20257,4.30915e-09
0.0005,7.66,-0.192767,-0.192767,4.08516e-09
0.0005,7.67,-0.182945,-0.182945,3.86523e-09
0.0005,7.68,-0.173105,-0.173105,3.50781e-09
0.0005,7.69,-0.163248,-0.163248,3.25749e-09
0.0005,7.7,-0.153374,-0.153374,3.09145e-09
0.0005,7.71,-0.143485,-0.143485,3.06503e-09
0.0005,7.72,-0.133581,-0.133581,2.76889e-09
0.0005,7.73,-0.123664,-0.123664,2.67339e-09
0.0005,7.74,-0.113735,-0.113735,2.36422e-09
0.0005,7.75,-0.103794,-0.103794,2.21963e-09
0.0005,7.76,-0.0938433,-0.0938433,1.92332e-09
0.0005,7.77,-0.0838829,-0.0838829,1.75281e-09
0.0005,7.78,-0.0739142,-0.0739142,1.53629e-09
0.0005,7.79,-0.063938,-0.063938,1.27462e-09
0.0005,7.8,-0.0539554,-0.0539554,1.15266e-09
0.0005,7.81,-0.0439675,-0.0439675,9.12197e-10
0.0005,7.82,-0.0339751,-0.0339751,6.95773e-10
0.0005,7.83,-0.0239793,-0.0239793,4.88854e-10
0.0005,7.84,-0.0139812,-0.0139812,2.97463e-10
0.0005,7.85,-0.00398162,-0.00398162,8.2917e-11
0.0005,7.86,0.00601833,0.00601833,1.26516e-10
0.0005,7.87,0.0160177,0.0160177,3.25202e-10
0.0005,7.88,0.0260154,0.0260154,5.19117e-10
0.0005,7.89,0.0360106,0.0360106,7.70329e-10
0.0005,7.9,0.0460021,0.0460021,9.46556e-10
0.0005,7.91,0.0559891,0.0559891,1.15766e-09
0.0005,7.92,0.0659704,0.0659704,1.44615e-09
0.0005,7.93,0.0759452,0.0759452,1.58176e-09
0.0005,7.94,0.0859123,0.0859123,1.74411e-09
0.0005,7.95,0.0958709,0.0958709,2.03959e-09
0.0005,7.96,0.10582,0.10582,2.15696e-09
0.0005,7.97,0.115758,0.115758,2.4661e-09
0.0005,7.98,0.125685,0.125685,2.50769e-09
0.0005,7.99,0.135599,0.135599,2.86896e-09
0.0005,8,0.1455,0.1455,6.44869e-09
0.0005,8.01,0.155386,0.155386,3.29074e-09
0.0005,8.02,0.165257,0.165257,3.43472e-09
0.0005,8.03,0.175111,0.175111,3.48603e-09
0.0005,8.04,0.184947,0.184947,3.92307e-09
0.0005,8.05,0.194765,0.194765,3.97772e-09
0.0005,8.06,0.204564,0.204564,4.17617e-09
0.0005,8.07,0.214342,0.214342,4.32772e-09
0.0005,8.08,0.224099,0.224099,4.84399e-09
0.0005,8.09,0.233833,0.233833,4.83828e-09
0.0005,8.1,0.243544,0.243544,5.10974e-09
0.0005,8.11,0.253231,0.253231,5.35411e-09
0.0005,8.12,0.262892,0.262892,5.59312e-09
0.0005,8.13,0.272527,0.272527,5.38315e-09
0.0005,8.14,0.282135,0.282135,5.57722e-09
0.0005,8.15,0.291714,0.291714,6.20081e-09
0.0005,8.16,0.301264,0.301264,6.32598e-09
0.0005,8.17,0.310785,0.310785,6.38756e-09
0.0005,8.18,0.320274,0.320274,6.72433e-09
0.0005,8.19,0.329731,0.329731,6.56405e-09
0.0005,8.2,0.339155,0.339155,7.00487e-09
0.0005,8.21,0.348545,0.348545,6.89109e-09
0.0005,8.22,0.3579,0.3579,7.34827e-09
0.0005,8.23,0.36722,0.36722,7.6583e-09
0.0005,8.24,0.376503,0.376503,8.01747e-09
0.0005,8.25,0.385748,0.385748,7.85332e-09
0.0005,8.26,0.394955,0.394955,8.13792e-09
0.0005,8.27,0.404122,0.404122,8.14963e-09
0.0005,8.28,0.413248,0.413248,8.45175e-09
0.0005,8.29,0.422334,0.422334,8.98579e-09
0.0005,8.3,0.431377,0.431377,9.16276e-09
0.0005,8.31,0.440377,0.440377,8.84215e-09
0.0005,8.32,0.449333,0.449333,9.31059e-09
0.0005,8.33,0.458244,0.458244,9.37501e-09
0.0005,8.34,0.467109,0.467109,9.67106e-09
0.0005,8.35,0.475928,0.475928,1.00877e-08
0.0005,8.36,0.484698,0.484698,1.00778e-08
0.0005,8.37,0.493421,0.493421,1.00788e-08
0.0005,8.38,0.502094,0.502094,1.02679e-08
0.0005,8.39,0.510717,0.510717,1.08714e-08
0.0005,8.4,0.519289,0.519289,1.09195e-08
0.0005,8.41,0.527809,0.527809,1.12185e-08
0.0005,8.42,0.536276,0.536276,1.15503e-08
0.0005,8.43,0.544689,0.544689,1.12018e-08
0.0005,8.44,0.553048,0.553048,1.21579e-08
0.0005,8.45,0.561352,0.561352,1.20804e-08
0.0005,8.46,0.569599,0.569599,1.14968e-08
0.0005,8.47,0.57779,0.57779,1.21074e-08
0.0005,8.48,0.585923,0.585923,1.24264e-08
0.0005,8.49,0.593997,0.593997,1.2305e-08
0.0005,8.5,0.602012,0.602012,1.25685e-08
0.0005,8.51,0.609967,0.609967,1.24326e-08
0.0005,8.52,0.61786,0.61786,1.31362e-08
0.0005,8.53,0.625692,0.625692,1.3136e-08
0.0005,8.54,0.633461,0.633461,1.30704e-08
0.0005,8.55,0.641167,0.641167,1.36172e-08
0.0005,8.56,0.648809,0.648809,1.29073e-08
0.0005,8.57,0.656386,0.656386,1.28182e-08
0.0005,8.58,0.663897,0.663897,1.41661e-08
0.0005,8.59,0.671342,0.671342,1.4117e-08
0.0005,8.6,0.67872,0.67872,1.46991e-08
0.0005,8.61,0.68603,0.68603,1.44401e-08
0.0005,8.62,0.693271,0.693271,1.42138e-08
0.0005,8.63,0.700443,0.700443,1.42048e-08
0.0005,8.64,0.707545,0.707545,1.44246e-08
0.0005,8.65,0.714576,0.714576,1.52279e-08
0.0005,8.66,0.721536,0.721536,1.56071e-08
0.0005,8.67,0.728424,0.728424,1.50386e-08
0.0005,8.68,0.735238,0.735238,1.57734e-08
0.0005,8.69,0.74198,0.74198,1.53561e-08
0.0005,8.7,0.748647,0.748647,1.55751e-08
0.0005,8.71,0.755239,0.755239,1.58684e-08
0.0005,8.72,0.761755,0.761755,1.56106e-08
0.0005,8.73,0.768196,0.768196,1.59558e-08
0.0005,8.74,0.77456,0.774559,1.63494e-08
0.0005,8.75,0.780846,0.780846,1.68133e-08
0.0005,8.76,0.787054,0.787054,1.66771e-08
0.0005,8.77,0.793183,0.793183,1.68616e-08
0.0005,8.78,0.799233,0.799233,1.63879e-08
0.0005,8.79,0.805203,0.805203,1.64357e-08
0.0005,8.8,0.811093,0.811093,1.68511e-08
0.0005,8.81,0.816902,0.816902,1.70942e-08
0.0005,8.82,0.822628,0.822628,1.71867e-08
0.0005,8.83,0.828273,0.828273,1.68812e-08
0.0005,8.84,0.833835,0.833835,1.70511e-08
0.0005,8.85,0.839313,0.839313,1.79706e-08
0.0005,8.86,0.844707,0.844707,1.80381e-08
0.0005,8.87,0.850017,0.850017,1.73837e-08
0.0005,8.88,0.855242,0.855242,1.7923e-08
0.0005,8.89,0.860382,0.860382,1.80813e-08
0.0005,8.9,0.865435,0.865435,1.81746e-08
0.0005,8.91,0.870402,0.870402,1.7353e-08
0.0005,8.92,0.875282,0.875282,1.80915e-08
0.0005,8.93,0.880074,0.880074,1.82463e-08
0.0005,8.94,0.884778,0.884778,1.7765e-08
0.0005,8.95,0.889394,0.889394,1.87345e-08
0.0005,8.96,0.893921,0.893921,1.87665e-08
0.0005,8.97,0.898359,0.898359,1.81494e-08
0.0005,8.98,0.902706,0.902706,1.90051e-08
0.0005,8.99,0.906964,0.906964,1.91164e-08
0.0005,9,0.91113,0.91113,1.90757e-08
0.0005,9.01,0.915206,0.915206,1.83309e-08
0.0005,9.02,0.91919,0.91919,1.92236e-08
0.0005,9.03,0.923082,0.923082,1.90366e-08
0.0005,9.04,0.926882,0.926882,1.98036e-08
0.0005,9.05,0.930589,0.930589,1.99104e-08
0.0005,9.06,0.934203,0.934203,1.99057e-08
0.0005,9.07,0.937724,0.937724,1.89863e-08
0.0005,9.08,0.941151,0.941151,1.94732e-08
0.0005,9.09,0.944483,0.944483,1.9298e-08
0.0005,9.1,0.947722,0.947722,2.00303e-08
0.0005,9.11,0.950865,0.950865,2.025e-08
0.0005,9.12,0.953914,0.953914,2.00204e-08
0.0005,9.13,0.956867,0.956867,2.00314e-08
0.0005,9.14,0.959724,0.959724,2.02981e-08
0.0005,9.15,0.962485,0.962485,1.97458e-08
0.0005,9.16,0.965151,0.965151,2.06795e-08
0.0005,9.17,0.967719,0.967719,2.08183e-08
0.0005,9.18,0.970191,0.970191,1.99829e-08
0.0005,9.19,0.972566,0.972566,1.96777e-08
0.0005,9.2,0.974844,0.974844,2.00063e-08
0.0005,9.21,0.977024,0.977024,2.05839e-08
0.0005,9.22,0.979106,0.979106,2.01158e-08
0.0005,9.23,0.981091,0.981091,2.04163e-08
0.0005,9.24,0.982977,0.982977,2.06556e-08
0.0005,9.25,0.984765,0.984765,2.04891e-08
0.0005,9.26,0.986455,0.986455,2.09641e-08
0.0005,9.27,0.988046,0.988046,2.00968e-08
0.0005,9.28,0.989538,0.989538,1.99945e-08
0.0005,9.29,0.990931,0.990931,2.02103e-08
0.0005,9.3,0.992225,0.992225,2.08668e-08
0.0005,9.31,0.99342,0.99342,2.08935e-08
0.0005,9.32,0.994516,0.994516,2.11481e-08
0.0005,9.33,0.995512,0.995512,2.08764e-08
0.0005,9.34,0.996409,0.996408,2.08312e-08
0.0005,9.35,0.997205,0.997205,2.01742e-08
0.0005,9.36,0.997903,0.997903,2.09253e-08
0.0005,9.37,0.9985,0.9985,2.08657e-08
0.0005,9.38,0.998998,0.998998,2.10939e-08
0.0005,9.39,0.999395,0.999395,2.0703e-08
0.0005,9.4,0.999693,0.999693,2.07822e-08
0.0005,9.41,0.999891,0.999891,2.08682e-08
0.0005,9.42,0.999989,0.999989,2.11686e-08
0.0005,9.43,0.999986,0.999986,2.12316e-08
0.0005,9.44,0.999884,0.999884,2.12793e-08
0.0005,9.45,0.999682,0.999682,2.04311e-08
0.0005,9.46,0.99938,0.99938,2.06997e-08
0.0005,9.47,0.998978,0.998978,2.0772e-08
0.0005,9.48,0.998476,0.998476,2.04464e-08
0.0005,9.49,0.997874,0.997874,2.10736e-08
0.0005,9.5,0.997172,0.997172,2.11098e-08
0.0005,9.51,0.996371,0.996371,2.05527e-08
0.0005,9.52,0.99547,0.99547,2.09333e-08
0.0005,9.53,0.994469,0.994469,2.08678e-08
0.0005,9.54,0.993369,0.993369,2.04893e-08
0.0005,9.55,0.99217,0.99217,2.09935e-08
0.0005,9.56,0.990871,0.990871,2.06312e-08
0.0005,9.57,0.989474,0.989474,2.09132e-08
0.0005,9.58,0.987977,0.987977,2.03804e-08
0.0005,9.59,0.986382,0.986382,2.03628e-08
0.0005,9.6,0.984688,0.984688,2.05238e-08
0.0005,9.61,0.982895,0.982895,2.01761e-08
0.0005,9.62,0.981005,0.981005,2.04858e-08
0.0005,9.63,0.979016,0.979016,2.04573e-08
0.0005,9.64,0.976929,0.976929,2.04672e-08
0.0005,9.65,0.974745,0.974745,2.0024e-08
0.0005,9.66,0.972463,0.972463,2.04114e-08
0.0005,9.67,0.970083,0.970083,2.02264e-08
0.0005,9.68,0.967607,0.967607,2.06846e-08
0.0005,9.69,0.965034,0.965034,1.98239e-08
0.0005,9.7,0.962365,0.962365,2.04732e-08
0.0005,9.71,0.959599,0.959599,1.95682e-08
0.0005,9.72,0.956738,0.956738,1.92274e-08
0.0005,9.73,0.95378,0.95378,1.96188e-08
0.0005,9.74,0.950728,0.950728,1.98193e-08
0.0005,9.75,0.94758,0.94758,1.9562e-08
0.0005,9.76,0.944337,0.944337,1.9649e-08
0.0005,9.77,0.941,0.941,1.97003e-08
0.0005,9.78,0.937569,0.937569,1.90089e-08
0.0005,9.79,0.934044,0.934044,2.00604e-08
0.0005,9.8,0.930426,0.930426,2.00611e-08
0.0005,9.81,0.926715,0.926715,1.88962e-08
0.0005,9.82,0.922911,0.922911,1.90937e-08
0.0005,9.83,0.919015,0.919015,1.95699e-08
0.0005,9.84,0.915027,0.915027,1.91444e-08
0.0005,9.85,0.910947,0.910947,1.91653e-08
0.0005,9.86,0.906776,0.906776,1.90285e-08
0.0005,9.87,0.902515,0.902515,1.83577e-08
0.0005,9.88,0.898163,0.898163,1.82945e-08
0.0005,9.89,0.893722,0.893722,1.92355e-08
0.0005,9.9,0.889191,0.889191,1.90126e-08
0.0005,9.91,0.884571,0.884571,1.81775e-08
0.0005,9.92,0.879863,0.879863,1.8624e-08
0.0005,9.93,0.875067,0.875067,1.77691e-08
0.0005,9.94,0.870183,0.870183,1.78311e-08
0.0005,9.95,0.865213,0.865213,1.77887e-08
0.0005,9.96,0.860155,0.860155,1.86609e-08
0.0005,9.97,0.855012,0.855012,1.7684e-08
0.0005,9.98,0.849783,0.849783,1.71433e-08
0.0005,9.99,0.84447,0.84447,1.72156e-08
0.0005,10,0.839072,0.839072,1.72498e-08
0.0001,0,-1,-1,6.07747e-09
0.0001,0.01,-0.99995,-0.99995,1.63065e-10
0.0001,0.02,-0.9998,-0.9998,2.78253e-09
0.0001,0.03,-0.99955,-0.99955,8.98612e-09
0.0001,0.04,-0.9992,-0.9992,6.22323e-09
0.0001,0.05,-0.99875,-0.99875,1.09799e-08
0.0001,0.06,-0.998201,-0.998201,4.50901e-09
0.0001,0.07,-0.997551,-0.997551,8.21038e-09
0.0001,0.08,-0.996802,-0.996802,1.26417e-08
0.0001,0.09,-0.995953,-0.995953,1.61459e-09
0.0001,0.1,-0.995004,-0.995004,2.66937e-09
0.0001,0.11,-0.993956,-0.993956,2.749e-09
0.0001,0.12,-0.992809,-0.992809,5.51044e-10
0.0001,0.13,-0.991562,-0.991562,5.5403e-09
0.0001,0.14,-0.990216,-0.990216,1.29764e-08
0.0001,0.15,-0.988771,-0.988771,1.29113e-08
0.0001,0.16,-0.987227,-0.987227,5.67112e-09
0.0001,0.17,-0.985585,-0.985585,2.44339e-09
0.0001,0.18,-0.983844,-0.983844,2.61315e-09
0.0001,0.19,-0.982004,-0.982004,1.63211e-09
0.0001,0.2,-0.980067,-0.980067,5.49873e-09
0.0001,0.21,-0.978031,-0.978031,8.19156e-09
0.0001,0.22,-0.975897,-0.975897,2.4076e-09
0.0001,0.23,-0.973666,-0.973666,3.04853e-09
0.0001,0.24,-0.971338,-0.971338,9.23581e-09
0.0001,0.25,-0.968912,-0.968912,4.74525e-09
0.0001,0.26,-0.96639,-0.96639,1.0167e-09
0.0001,0.27,-0.963771,-0.963771,5.68537e-11
0.0001,0.28,-0.961055,-0.961055,3.07727e-09
0.0001,0.29,-0.958244,-0.958244,8.72879e-09
0.0001,0.3,-0.955336,-0.955336,1.42986e-09
0.0001,0.31,-0.952334,-0.952334,8.77749e-09
0.0001,0.32,-0.949235,-0.949235,5.5873e-09
0.0001,0.33,-0.946042,-0.946042,1.01677e-08
0.0001,0.34,-0.942755,-0.942755,8.79846e-09
0.0001,0.35,-0.939373,-0.939373,1.01815e-10
0.0001,0.36,-0.935897,-0.935897,3.02576e-09
0.0001,0.37,-0.932327,-0.932327,3.05119e-09
0.0001,0.38,-0.928665,-0.928665,1.25976e-08
0.0001,0.39,-0.924909,-0.924909,5.93971e-10
0.0001,0.4,-0.921061,-0.921061,1.09639e-08
0.0001,0.41,-0.917121,-0.917121,9.12473e-10
0.0001,0.42,-0.913089,-0.913089,2.51946e-09
0.0001,0.43,-0.908966,-0.908966,8.54242e-09
0.0001,0.44,-0.904752,-0.904752,1.03605e-08
0.0001,0.45,-0.900447,-0.900447,1.87899e-08
0.0001,0.46,-0.896052,-0.896053,1.24433e-08
0.0001,0.47,-0.891568,-0.891568,2.32966e-09
0.0001,0.48,-0.886995,-0.886995,8.23409e-10
0.0001,0.49,-0.882333,-0.882333,7.38371e-09
0.0001,0.5,-0.877583,-0.877583,2.85033e-10
0.0001,0.51,-0.872745,-0.872745,2.34855e-09
0.0001,0.52,-0.867819,-0.867819,7.59864e-09
0.0001,0.53,-0.862807,-0.862807,2.80422e-10
0.0001,0.54,-0.857709,-0.857709,1.06099e-08
0.0001,0.55,-0.852525,-0.852525,4.41234e-09
0.0001,0.56,-0.847255,-0.847255,4.99105e-10
0.0001,0.57,-0.841901,-0.841901,4.00205e-09
0.0001,0.58,-0.836463,-0.836463,1.74233e-08
0.0001,0.59,-0.830941,-0.830941,3.8275e-09
0.0001,0.6,-0.825336,-0.825336,3.94414e-09
0.0001,0.61,-0.819648,-0.819648,1.71948e-09
0.0001,0.62,-0.813878,-0.813878,7.96024e-09
0.0001,0.63,-0.808028,-0.808028,7.84699e-09
0.0001,0.64,-0.802096,-0.802096,9.69821e-09
0.0001,0.65,-0.796084,-0.796084,3.32797e-10
0.0001,0.66,-0.789992,-0.789992,4.30703e-09
0.0001,0.67,-0.783822,-0.783822,1.38525e-08
0.0001,0.68,-0.777573,-0.777573,9.67667e-09
0.0001,0.69,-0.771246,-0.771246,1.45999e-08
0.0001,0.7,-0.764842,-0.764842,2.29779e-09
0.0001,0.71,-0.758362,-0.758362,2.69181e-09
0.0001,0.72,-0.751806,-0.751806,3.58366e-10
0.0001,0.73,-0.745174,-0.745174,2.38174e-09
0.0001,0.74,-0.738469,-0.738469,5.34697e-09
0.0001,0.75,-0.731689,-0.731689,3.82167e-09
0.0001,0.76,-0.724836,-0.724836,2.69175e-09
0.0001,0.77,-0.717911,-0.717911,5.74093e-09
0.0001,0.78,-0.710914,-0.710914,1.2238e-08
0.0001,0.79,-0.703845,-0.703845,2.88187e-10
0.0001,0.8,-0.696707,-0.696707,5.90692e-09
0.0001,0.81,-0.689498,-0.689498,7.93011e-09
0.0001,0.82,-0.682221,-0.682221,5.53441e-09
0.0001,0.83,-0.674876,-0.674876,4.79135e-09
0.0001,0.84,-0.667463,-0.667463,7.49236e-09
0.0001,0.85,-0.659983,-0.659983,2.69981e-11
0.0001,0.86,-0.652437,-0.652437,2.55214e-09
0.0001,0.87,-0.644827,-0.644827,4.7325e-10
0.0001,0.88,-0.637151,-0.637151,1.24154e-09
0.0001,0.89,-0.629412,-0.629412,7.02997e-09
0.0001,0.9,-0.62161,-0.62161,1.58703e-08
0.0001,0.91,-0.613746,-0.613746,4.72999e-09
0.0001,0.92,-0.60582,-0.60582,7.04171e-09
0.0001,0.93,-0.597834,-0.597834,3.14206e-11
0.0001,0.94,-0.589788,-0.589788,4.49471e-09
0.0001,0.95,-0.581683,-0.581683,1.22219e-08
0.0001,0.96,-0.57352,-0.57352,9.84669e-10
0.0001,0.97,-0.5653,-0.5653,1.75115e-09
0.0001,0.98,-0.557023,-0.557023,3.54088e-09
0.0001,0.99,-0.54869,-0.54869,1.14702e-08
0.0001,1,-0.540302,-0.540302,2.96988e-09
0.0001,1.01,-0.531861,-0.531861,1.18584e-08
0.0001,1.02,-0.523366,-0.523366,6.73979e-10
0.0001,1.03,-0.514819,-0.514819,9.24372e-09
0.0001,1.04,-0.50622,-0.50622,2.62922e-09
0.0001,1.05,-0.497571,-0.497571,2.41485e-09
0.0001,1.06,-0.488872,-0.488872,5.39593e-09
0.0001,1.07,-0.480124,-0.480124,5.31674e-09
0.0001,1.08,-0.471328,-0.471328,4.49907e-09
0.0001,1.09,-0.462485,-0.462485,2.05149e-10
0.0001,1.1,-0.453596,-0.453596,5.20227e-09
0.0001,1.11,-0.444662,-0.444662,1.97532e-09
0.0001,1.12,-0.435682,-0.435682,6.00334e-10
0.0001,1.13,-0.42666,-0.42666,5.1052e-09
0.0001,1.14,-0.417595,-0.417595,5.01403e-09
0.0001,1.15,-0.408487,-0.408487,2.56493e-09
0.0001,1.16,-0.39934,-0.39934,1.29416e-09
0.0001,1.17,-0.390152,-0.390152,1.12544e-09
0.0001,1.18,-0.380925,-0.380925,6.49512e-10
0.0001,1.19,-0.37166,-0.37166,2.71363e-09
0.0001,1.2,-0.362358,-0.362358,4.36106e-10
0.0001,1.21,-0.353019,-0.353019,1.3798e-09
0.0001,1.22,-0.343646,-0.343646,1.12275e-09
0.0001,1.23,-0.334238,-0.334238,7.39646e-10
0.0001,1.24,-0.324796,-0.324796,1.26519e-10
0.0001,1.25,-0.315322,-0.315322,2.69804e-10
0.0001,1.26,-0.305817,-0.305817,3.24542e-09
0.0001,1.27,-0.296281,-0.296281,6.41786e-09
0.0001,1.28,-0.286715,-0.286715,2.50021e-09
0.0001,1.29,-0.277121,-0.277121,4.36124e-09
0.0001,1.3,-0.267499,-0.267499,1.87113e-11
0.0001,1.31,-0.25785,-0.25785,3.23484e-09
0.0001,1.32,-0.248175,-0.248175,2.01708e-09
0.0001,1.33,-0.238476,-0.238476,6.39688e-10
0.0001,1.34,-0.228753,-0.228753,2.22181e-09
0.0001,1.35,-0.219007,-0.219007,6.91921e-10
0.0001,1.36,-0.209239,-0.209239,6.08423e-10
0.0001,1.37,-0.19945,-0.19945,3.69441e-10
0.0001,1.38,-0.189641,-0.189641,4.81205e-10
0.0001,1.39,-0.179813,-0.179813,2.05269e-09
0.0001,1.4,-0.169967,-0.169967,2.53814e-09
0.0001,1.41,-0.160104,-0.160104,1.58568e-09
0.0001,1.42,-0.150225,-0.150225,3.81565e-09
0.0001,1.43,-0.140332,-0.140332,1.5988e-09
0.0001,1.44,-0.130424,-0.130424,7.93451e-10
0.0001,1.45,-0.120503,-0.120503,1.88071e-09
0.0001,1.46,-0.11057,-0.11057,1.48683e-09
0.0001,1.47,-0.100626,-0.100626,6.40657e-10
0.0001,1.48,-0.0906716,-0.0906716,8.89372e-11
0.0001,1.49,-0.0807084,-0.0807084,1.96884e-10
0.0001,1.5,-0.0707372,-0.0707372,2.23641e-09
0.0001,1.51,-0.0607589,-0.0607589,4.01746e-11
0.0001,1.52,-0.0507745,-0.0507745,3.16811e-10
0.0001,1.53,-0.040785,-0.040785,2.37604e-10
0.0001,1.54,-0.0307915,-0.0307915,4.63514e-10
0.0001,1.55,-0.0207948,-0.0207948,5.56169e-10
0.0001,1.56,-0.0107961,-0.0107961,2.79922e-10
0.0001,1.57,-0.000796327,-0.000796327,9.11082e-12
0.0001,1.58,0.00920354,0.00920354,4.06012e-11
0.0001,1.59,0.0192025,0.0192025,5.13111e-10
0.0001,1.6,0.0291995,0.0291995,1.26597e-11
0.0001,1.61,0.0391936,0.0391936,9.95046e-11
0.0001,1.62,0.0491838,0.0491838,3.15374e-10
0.0001,1.63,0.0591691,0.0591691,4.78038e-10
0.0001,1.64,0.0691484,0.0691484,8.12309e-10
0.0001,1.65,0.0791209,0.0791209,2.00454e-10
0.0001,1.66,0.0890854,0.0890854,1.50306e-09
0.0001,1.67,0.099041,0.099041,1.15558e-10
0.0001,1.68,0.108987,0.108987,6.71865e-10
0.0001,1.69,0.118922,0.118922,8.70536e-10
0.0001,1.7,0.128844,0.128844,1.88781e-09
0.0001,1.71,0.138755,0.138755,6.86673e-10
0.0001,1.72,0.148651,0.148651,2.9644e-09
0.0001,1.73,0.158532,0.158532,2.00451e-09
0.0001,1.74,0.168397,0.168397,8.14102e-10
0.0001,1.75,0.178246,0.178246,1.62166e-09
0.0001,1.76,0.188077,0.188077,4.09561e-09
0.0001,1.77,0.197889,0.197889,9.40221e-10
0.0001,1.78,0.207681,0.207681,1.4338e-09
0.0001,1.79,0.217452,0.217452,7.21958e-10
0.0001,1.8,0.227202,0.227202,1.44275e-09
0.0001,1.81,0.236929,0.236929,8.20572e-11
0.0001,1.82,0.246632,0.246632,9.48835e-10
0.0001,1.83,0.256311,0.256311,2.39463e-09
0.0001,1.84,0.265964,0.265964,2.46172e-09
0.0001,1.85,0.27559,0.27559,1.75545e-09
0.0001,1.86,0.285189,0.285189,2.01039e-09
0.0001,1.87,0.294759,0.294759,8.28725e-09
0.0001,1.88,0.3043,0.3043,8.21428e-09
0.0001,1.89,0.313811,0.313811,1.51133e-09
0.0001,1.9,0.32329,0.32329,4.75342e-10
0.0001,1.91,0.332736,0.332736,3.98328e-09
