h,t,exacta,forward,central,extrapolada,error_forward,error_central,error_extrapolada
0.0005,1.87,-0.113289,-0.113198,-0.113289,-0.113289,9.07418e-05,9.42615e-09,6.51146e-14
0.0005,1.88,-0.109703,-0.109614,-0.109703,-0.109703,8.84952e-05,9.29919e-09,8.83044e-14
0.0005,1.89,-0.106206,-0.10612,-0.106206,-0.106206,8.62795e-05,9.16957e-09,1.06318e-13
0.0005,1.9,-0.102797,-0.102713,-0.102797,-0.102797,8.40951e-05,9.0376e-09,6.93057e-14
0.0005,1.91,-0.0994749,-0.099393,-0.0994749,-0.0994749,8.19427e-05,8.90348e-09,8.72497e-14
0.0005,1.92,-0.0962383,-0.0961585,-0.0962383,-0.0962383,7.98227e-05,8.76734e-09,5.31242e-14
0.0005,1.93,-0.0930859,-0.0930081,-0.0930859,-0.0930859,7.77356e-05,8.62948e-09,1.41359e-13
0.0005,1.94,-0.0900163,-0.0899406,-0.0900163,-0.0900163,7.56818e-05,8.49007e-09,1.16657e-13
0.0005,1.95,-0.0870282,-0.0869545,-0.0870282,-0.0870282,7.36616e-05,8.3493e-09,6.36158e-14
0.0005,1.96,-0.0841202,-0.0840485,-0.0841202,-0.0841202,7.16754e-05,8.20735e-09,4.01068e-14
0.0005,1.97,-0.0812911,-0.0812213,-0.0812911,-0.0812911,6.97233e-05,8.06443e-09,1.14034e-13
0.0005,1.98,-0.0785393,-0.0784715,-0.0785393,-0.0785393,6.78057e-05,7.92072e-09,8.70276e-14
0.0005,1.99,-0.0758636,-0.0757977,-0.0758636,-0.0758636,6.59226e-05,7.77636e-09,9.33559e-14
0.0005,2,-0.0732626,-0.0731985,-0.0732626,-0.0732626,6.40742e-05,7.63151e-09,3.84554e-14
0.0005,2.01,-0.0707348,-0.0706725,-0.0707348,-0.0707348,6.22606e-05,7.48634e-09,1.11397e-13
0.0005,2.02,-0.0682788,-0.0682184,-0.0682789,-0.0682788,6.04819e-05,7.34108e-09,1.64105e-13
0.0005,2.03,-0.0658934,-0.0658347,-0.0658934,-0.0658934,5.87381e-05,7.19579e-09,1.36266e-13
0.0005,2.04,-0.063577,-0.06352,-0.063577,-0.063577,5.70291e-05,7.05067e-09,1.21861e-13
0.0005,2.05,-0.0613284,-0.061273,-0.0613284,-0.0613284,5.53549e-05,6.90579e-09,1.10412e-13
0.0005,2.06,-0.059146,-0.0590923,-0.059146,-0.059146,5.37154e-05,6.76132e-09,1.62433e-13
0.0005,2.07,-0.0570285,-0.0569764,-0.0570285,-0.0570285,5.21105e-05,6.61741e-09,1.38521e-13
0.0005,2.08,-0.0549746,-0.054924,-0.0549746,-0.0549746,5.05401e-05,6.47413e-09,5.63161e-14
0.0005,2.09,-0.0529828,-0.0529338,-0.0529828,-0.0529828,4.9004e-05,6.33164e-09,1.02793e-13
0.0005,2.1,-0.0510517,-0.0510042,-0.0510518,-0.0510517,4.7502e-05,6.18999e-09,8.31765e-14
0.0005,2.11,-0.0491802,-0.0491341,-0.0491802,-0.0491802,4.60339e-05,6.04934e-09,6.77028e-14
0.0005,2.12,-0.0473667,-0.0473221,-0.0473667,-0.0473667,4.45993e-05,5.90975e-09,1.0078e-13
0.0005,2.13,-0.0456099,-0.0455667,-0.0456099,-0.0456099,4.31982e-05,5.77135e-09,8.83113e-14
0.0005,2.14,-0.0439085,-0.0438667,-0.0439085,-0.0439085,4.18301e-05,5.63415e-09,8.21704e-14
0.0005,2.15,-0.0422612,-0.0422207,-0.0422612,-0.0422612,4.04947e-05,5.49835e-09,5.32283e-14
0.0005,2.16,-0.0406667,-0.0406276,-0.0406668,-0.0406667,3.91918e-05,5.36393e-09,9.91568e-14
0.0005,2.17,-0.0391237,-0.0390858,-0.0391238,-0.0391237,3.7921e-05,5.23098e-09,8.5848e-14
0.0005,2.18,-0.037631,-0.0375943,-0.037631,-0.037631,3.66819e-05,5.09961e-09,7.5058e-14
0.0005,2.19,-0.0361871,-0.0361517,-0.0361872,-0.0361871,3.54741e-05,4.96983e-09,5.55736e-14
0.0005,2.2,-0.034791,-0.0347567,-0.034791,-0.034791,3.42973e-05,4.84173e-09,5.75026e-14
0.0005,2.21,-0.0334414,-0.0334083,-0.0334414,-0.0334414,3.31509e-05,4.71535e-09,4.52e-14
0.0005,2.22,-0.0321371,-0.032105,-0.0321371,-0.0321371,3.20347e-05,4.59076e-09,6.4046e-14
0.0005,2.23,-0.0308768,-0.0308458,-0.0308768,-0.0308768,3.09482e-05,4.46799e-09,4.98525e-14
0.0005,2.24,-0.0296594,-0.0296295,-0.0296594,-0.0296594,2.98909e-05,4.34706e-09,4.85584e-14
0.0005,2.25,-0.0284837,-0.0284549,-0.0284837,-0.0284837,2.88624e-05,4.22803e-09,7.05616e-14
0.0005,2.26,-0.0273487,-0.0273208,-0.0273487,-0.0273487,2.78622e-05,4.11094e-09,2.93272e-14
0.0005,2.27,-0.0262531,-0.0262262,-0.0262531,-0.0262531,2.68899e-05,3.99582e-09,5.14866e-14
0.0005,2.28,-0.0251958,-0.0251699,-0.0251958,-0.0251958,2.5945e-05,3.88267e-09,3.94719e-14
0.0005,2.29,-0.0241759,-0.0241508,-0.0241759,-0.0241759,2.5027e-05,3.77152e-09,3.64674e-14
0.0005,2.3,-0.0231921,-0.023168,-0.0231921,-0.0231921,2.41354e-05,3.6624e-09,2.73219e-14
0.0005,2.31,-0.0222435,-0.0222202,-0.0222435,-0.0222435,2.32697e-05,3.55533e-09,4.80449e-14
0.0005,2.32,-0.021329,-0.0213066,-0.021329,-0.021329,2.24295e-05,3.45032e-09,3.78933e-14
0.0005,2.33,-0.0204477,-0.0204261,-0.0204477,-0.0204477,2.16142e-05,3.34736e-09,3.89827e-14
0.0005,2.34,-0.0195985,-0.0195777,-0.0195985,-0.0195985,2.08234e-05,3.24648e-09,2.78701e-14
0.0005,2.35,-0.0187805,-0.0187604,-0.0187805,-0.0187805,2.00565e-05,3.14768e-09,2.04871e-14
0.0005,2.36,-0.0179927,-0.0179734,-0.0179927,-0.0179927,1.93131e-05,3.05095e-09,3.61967e-14
0.0005,2.37,-0.0172341,-0.0172155,-0.0172341,-0.0172341,1.85927e-05,2.9563e-09,2.90844e-14
0.0005,2.38,-0.016504,-0.0164861,-0.016504,-0.016504,1.78947e-05,2.86371e-09,2.41578e-14
0.0005,2.39,-0.0158014,-0.0157841,-0.0158014,-0.0158014,1.72187e-05,2.7732e-09,3.44065e-14
0.0005,2.4,-0.0151253,-0.0151088,-0.0151253,-0.0151253,1.65641e-05,2.68474e-09,3.03282e-14
0.0005,2.41,-0.0144751,-0.0144592,-0.0144751,-0.0144751,1.59305e-05,2.59834e-09,2.61839e-14
0.0005,2.42,-0.0138498,-0.0138345,-0.0138498,-0.0138498,1.53174e-05,2.51396e-09,3.5345e-14
0.0005,2.43,-0.0132486,-0.0132339,-0.0132486,-0.0132486,1.47243e-05,2.43161e-09,1.93439e-14
0.0005,2.44,-0.0126708,-0.0126567,-0.0126708,-0.0126708,1.41507e-05,2.35128e-09,1.37928e-14
0.0005,2.45,-0.0121156,-0.012102,-0.0121156,-0.0121156,1.35962e-05,2.27292e-09,2.40329e-14
0.0005,2.46,-0.0115821,-0.0115691,-0.0115821,-0.0115821,1.30602e-05,2.19654e-09,2.0357e-14
0.0005,2.47,-0.0110698,-0.0110573,-0.0110698,-0.0110698,1.25423e-05,2.12212e-09,1.63827e-14
0.0005,2.48,-0.0105778,-0.0105658,-0.0105778,-0.0105778,1.2042e-05,2.04963e-09,1.28491e-14
0.0005,2.49,-0.0101056,-0.010094,-0.0101056,-0.0101056,1.15589e-05,1.97904e-09,2.05096e-14
0.0005,2.5,-0.00965227,-0.00964118,-0.00965227,-0.00965227,1.10925e-05,1.91034e-09,1.66568e-14
0.0005,2.51,-0.00921733,-0.00920669,-0.00921733,-0.00921733,1.06423e-05,1.8435e-09,1.47972e-14
0.0005,2.52,-0.00880008,-0.00878988,-0.00880009,-0.00880008,1.0208e-05,1.77849e-09,1.33383e-14
0.0005,2.53,-0.00839992,-0.00839013,-0.00839992,-0.00839992,9.789e-06,1.71529e-09,1.84904e-14
0.0005,2.54,-0.00801622,-0.00800683,-0.00801622,-0.00801622,9.38498e-06,1.65388e-09,1.49308e-14
0.0005,2.55,-0.00764839,-0.0076394,-0.0076484,-0.00764839,8.99549e-06,1.59421e-09,1.283e-14
0.0005,2.56,-0.00729588,-0.00728726,-0.00729588,-0.00729588,8.6201e-06,1.53626e-09,1.19444e-14
0.0005,2.57,-0.00695811,-0.00694985,-0.00695811,-0.00695811,8.2584e-06,1.48002e-09,9.56266e-15
0.0005,2.58,-0.00663456,-0.00662665,-0.00663456,-0.00663456,7.91e-06,1.42543e-09,1.32663e-14
0.0005,2.59,-0.00632469,-0.00631711,-0.00632469,-0.00632469,7.57449e-06,1.37248e-09,1.26617e-14
0.0005,2.6,-0.00602799,-0.00602074,-0.00602799,-0.00602799,7.25149e-06,1.32113e-09,1.00501e-14
0.0005,2.61,-0.00574398,-0.00573704,-0.00574398,-0.00574398,6.94062e-06,1.27136e-09,1.31535e-14
0.0005,2.62,-0.00547218,-0.00546554,-0.00547218,-0.00547218,6.64151e-06,1.22312e-09,6.65787e-15
0.0005,2.63,-0.00521212,-0.00520576,-0.00521212,-0.00521212,6.35378e-06,1.17639e-09,1.01846e-14
0.0005,2.64,-0.00496335,-0.00495728,-0.00496335,-0.00496335,6.07709e-06,1.13115e-09,1.35794e-14
0.0005,2.65,-0.00472545,-0.00471964,-0.00472545,-0.00472545,5.81107e-06,1.08734e-09,7.51916e-15
0.0005,2.66,-0.00449798,-0.00449243,-0.00449798,-0.00449798,5.55539e-06,1.04495e-09,1.03095e-14
0.0005,2.67,-0.00428055,-0.00427524,-0.00428055,-0.00428055,5.30972e-06,1.00395e-09,9.21138e-15
0.0005,2.68,-0.00407275,-0.00406768,-0.00407275,-0.00407275,5.07371e-06,9.64289e-10,4.06966e-15
0.0005,2.69,-0.00387422,-0.00386937,-0.00387422,-0.00387422,4.84706e-06,9.25952e-10,1.01577e-14
0.0005,2.7,-0.00368457,-0.00367994,-0.00368457,-0.00368457,4.62945e-06,8.88901e-10,5.50861e-15
0.0005,2.71,-0.00350346,-0.00349904,-0.00350346,-0.00350346,4.42058e-06,8.53104e-10,5.0745e-15
0.0005,2.72,-0.00333054,-0.00332632,-0.00333054,-0.00333054,4.22015e-06,8.18534e-10,6.97836e-15
0.0005,2.73,-0.00316548,-0.00316145,-0.00316548,-0.00316548,4.02786e-06,7.85155e-10,6.06373e-15
0.0005,2.74,-0.00300795,-0.00300411,-0.00300796,-0.00300795,3.84344e-06,7.5294e-10,4.47819e-15
0.0005,2.75,-0.00285766,-0.00285399,-0.00285766,-0.00285766,3.66661e-06,7.21855e-10,6.29314e-15
0.0005,2.76,-0.0027143,-0.0027108,-0.0027143,-0.0027143,3.4971e-06,6.91873e-10,5.50037e-15
0.0005,2.77,-0.00257758,-0.00257424,-0.00257758,-0.00257758,3.33466e-06,6.62962e-10,4.99557e-15
0.0005,2.78,-0.00244722,-0.00244404,-0.00244722,-0.00244722,3.17903e-06,6.35094e-10,4.09351e-15
0.0005,2.79,-0.00232296,-0.00231993,-0.00232296,-0.00232296,3.02995e-06,6.08238e-10,3.72922e-15
0.0005,2.8,-0.00220455,-0.00220166,-0.00220455,-0.00220455,2.8872e-06,5.82367e-10,4.53153e-15
0.0005,2.81,-0.00209172,-0.00208897,-0.00209172,-0.00209172,2.75054e-06,5.57451e-10,3.89142e-15
0.0005,2.82,-0.00198425,-0.00198163,-0.00198425,-0.00198425,2.61975e-06,5.33463e-10,3.77259e-15
0.0005,2.83,-0.00188189,-0.0018794,-0.0018819,-0.00188189,2.4946e-06,5.10376e-10,6.34128e-15
0.0005,2.84,-0.00178444,-0.00178207,-0.00178444,-0.00178444,2.37488e-06,4.88163e-10,2.8109e-15
0.0005,2.85,-0.00169168,-0.00168942,-0.00169168,-0.00169168,2.26038e-06,4.66796e-10,5.37678e-15
0.0005,2.86,-0.0016034,-0.00160125,-0.0016034,-0.0016034,2.15092e-06,4.46251e-10,1.8735e-15
0.0005,2.87,-0.0015194,-0.00151735,-0.0015194,-0.0015194,2.04628e-06,4.265e-10,4.01003e-15
0.0005,2.88,-0.0014395,-0.00143755,-0.0014395,-0.0014395,1.94629e-06,4.0752e-10,3.41654e-15
0.0005,2.89,-0.00136351,-0.00136165,-0.00136351,-0.00136351,1.85076e-06,3.89286e-10,2.92062e-15
0.0005,2.9,-0.00129125,-0.00128949,-0.00129125,-0.00129125,1.75952e-06,3.71773e-10,2.63223e-15
0.0005,2.91,-0.00122257,-0.0012209,-0.00122257,-0.00122257,1.67239e-06,3.54957e-10,2.24929e-15
0.0005,2.92,-0.0011573,-0.00115571,-0.0011573,-0.0011573,1.58921e-06,3.38817e-10,2.02009e-15
0.0005,2.93,-0.00109527,-0.00109376,-0.00109527,-0.00109527,1.50983e-06,3.23329e-10,1.67639e-15
0.0005,2.94,-0.00103636,-0.00103492,-0.00103636,-0.00103636,1.43409e-06,3.08471e-10,1.29259e-15
0.0005,2.95,-0.000980402,-0.00097904,-0.000980403,-0.000980402,1.36183e-06,2.94222e-10,1.01807e-15
0.0005,2.96,-0.000927272,-0.000925979,-0.000927272,-0.000927272,1.29292e-06,2.80561e-10,2.36573e-15
0.0005,2.97,-0.000876836,-0.000875609,-0.000876836,-0.000876836,1.22722e-06,2.67468e-10,6.5475e-16
0.0005,2.98,-0.000828968,-0.000827803,-0.000828968,-0.000828968,1.1646e-06,2.54921e-10,5.74302e-16
0.0005,2.99,-0.000783547,-0.000782442,-0.000783547,-0.000783547,1.10492e-06,2.42903e-10,1.58673e-15
0.0005,3,-0.000740459,-0.000739411,-0.000740459,-0.000740459,1.04806e-06,2.31393e-10,1.29974e-15
0.0005,3.01,-0.000699592,-0.000698598,-0.000699593,-0.000699592,9.939e-07,2.20374e-10,1.15207e-15
0.0005,3.02,-0.000660842,-0.0006599,-0.000660842,-0.000660842,9.42327e-07,2.09828e-10,9.85757e-16
0.0005,3.03,-0.000624106,-0.000623213,-0.000624106,-0.000624106,8.93228e-07,1.99737e-10,7.85396e-16
0.0005,3.04,-0.000589288,-0.000588442,-0.000589288,-0.000589288,8.46497e-07,1.90084e-10,1.56873e-15
0.0005,3.05,-0.000556295,-0.000555493,-0.000556296,-0.000556295,8.02029e-07,1.80854e-10,5.20742e-16
0.0005,3.06,-0.000525039,-0.000524279,-0.000525039,-0.000525039,7.59727e-07,1.72029e-10,4.62737e-16
0.0005,3.07,-0.000495435,-0.000494715,-0.000495435,-0.000495435,7.19493e-07,1.63594e-10,9.67976e-16
0.0005,3.08,-0.000467401,-0.00046672,-0.000467401,-0.000467401,6.81237e-07,1.55535e-10,9.5193e-16
0.0005,3.09,-0.000440861,-0.000440216,-0.000440861,-0.000440861,6.4487e-07,1.47837e-10,8.27192e-16
0.0005,3.1,-0.00041574,-0.00041513,-0.00041574,-0.00041574,6.10308e-07,1.40485e-10,6.57894e-16
0.0005,3.11,-0.000391968,-0.000391391,-0.000391968,-0.000391968,5.77468e-07,1.33467e-10,1.13505e-15
0.0005,3.12,-0.000369478,-0.000368932,-0.000369478,-0.000369478,5.46273e-07,1.26768e-10,4.60515e-16
0.0005,3.13,-0.000348205,-0.000347688,-0.000348205,-0.000348205,5.16647e-07,1.20376e-10,4.10154e-16
0.0005,3.14,-0.000328088,-0.000327599,-0.000328088,-0.000328088,4.88519e-07,1.14278e-10,3.1122e-16
0.0005,3.15,-0.000309068,-0.000308606,-0.000309068,-0.000309068,4.61819e-07,1.08463e-10,2.46548e-16
0.0005,3.16,-0.000291089,-0.000290653,-0.000291089,-0.000291089,4.3648e-07,1.02919e-10,6.81529e-16
0.0005,3.17,-0.000274099,-0.000273687,-0.000274099,-0.000274099,4.1244e-07,9.7635e-11,5.77338e-16
0.0005,3.18,-0.000258046,-0.000257657,-0.000258046,-0.000258046,3.89637e-07,9.25998e-11,4.64201e-16
0.0005,3.19,-0.000242883,-0.000242515,-0.000242883,-0.000242883,3.68012e-07,8.7803e-11,3.9034e-16
0.0005,3.2,-0.000228562,-0.000228215,-0.000228562,-0.000228562,3.4751e-07,8.32346e-11,3.4792e-16
0.0005,3.21,-0.000215041,-0.000214713,-0.000215041,-0.000215041,3.28078e-07,7.88851e-11,2.69777e-16
0.0005,3.22,-0.000202277,-0.000201968,-0.000202277,-0.000202277,3.09663e-07,7.47446e-11,2.7826e-16
0.0005,3.23,-0.000190231,-0.000189939,-0.000190231,-0.000190231,2.92216e-07,7.08046e-11,5.11066e-16
0.0005,3.24,-0.000178865,-0.000178589,-0.000178865,-0.000178865,2.75692e-07,6.70564e-11,1.57968e-16
0.0005,3.25,-0.000168143,-0.000167883,-0.000168143,-0.000168143,2.60044e-07,6.34913e-11,1.37883e-16
0.0005,3.26,-0.00015803,-0.000157785,-0.00015803,-0.00015803,2.4523e-07,6.01014e-11,6.35071e-17
0.0005,3.27,-0.000148494,-0.000148263,-0.000148495,-0.000148494,2.31208e-07,5.68789e-11,2.83844e-16
0.0005,3.28,-0.000139505,-0.000139287,-0.000139505,-0.000139505,2.1794e-07,5.38164e-11,2.27303e-16
0.0005,3.29,-0.000131032,-0.000130827,-0.000131033,-0.000131032,2.05388e-07,5.09066e-11,3.83293e-16
0.0005,3.3,-0.000123049,-0.000122855,-0.000123049,-0.000123049,1.93516e-07,4.81427e-11,1.75234e-16
0.0005,3.31,-0.000115527,-0.000115345,-0.000115527,-0.000115527,1.8229e-07,4.55181e-11,1.39618e-16
0.0005,3.32,-0.000108443,-0.000108271,-0.000108443,-0.000108443,1.71677e-07,4.30264e-11,1.18178e-16
0.0005,3.33,-0.000101771,-0.00010161,-0.000101772,-0.000101771,1.61647e-07,4.06615e-11,2.40381e-16
0.0005,3.34,-9.54907e-05,-9.53385e-05,-9.54907e-05,-9.54907e-05,1.52168e-07,3.84174e-11,7.68564e-17
0.0005,3.35,-8.95787e-05,-8.94355e-05,-8.95788e-05,-8.95787e-05,1.43214e-07,3.62887e-11,1.89898e-16
0.0005,3.36,-8.40153e-05,-8.38805e-05,-8.40153e-05,-8.40153e-05,1.34758e-07,3.42698e-11,1.73161e-16
0.0005,3.37,-7.87809e-05,-7.86541e-05,-7.87809e-05,-7.87809e-05,1.26772e-07,3.23556e-11,1.32273e-16
0.0005,3.38,-7.38572e-05,-7.3738e-05,-7.38572e-05,-7.38572e-05,1.19234e-07,3.05411e-11,1.18571e-16
0.0005,3.39,-6.92268e-05,-6.91147e-05,-6.92268e-05,-6.92268e-05,1.12119e-07,2.88217e-11,1.00858e-16
0.0005,3.4,-6.48731e-05,-6.47677e-05,-6.48731e-05,-6.48731e-05,1.05406e-07,2.71926e-11,9.37835e-17
0.0005,3.41,-6.07806e-05,-6.06815e-05,-6.07806e-05,-6.07806e-05,9.90723e-08,2.56496e-11,6.61025e-17
0.0005,3.42,-5.69343e-05,-5.68412e-05,-5.69343e-05,-5.69343e-05,9.30991e-08,2.41885e-11,1.33662e-16
0.0005,3.43,-5.33203e-05,-5.32329e-05,-5.33204e-05,-5.33203e-05,8.74669e-08,2.28053e-11,4.41203e-17
0.0005,3.44,-4.99254e-05,-4.98432e-05,-4.99254e-05,-4.99254e-05,8.21574e-08,2.14962e-11,1.0493e-16
0.0005,3.45,-4.67368e-05,-4.66597e-05,-4.67368e-05,-4.67368e-05,7.71533e-08,2.02575e-11,9.06935e-17
0.0005,3.46,-4.37428e-05,-4.36703e-05,-4.37428e-05,-4.37428e-05,7.24381e-08,1.90857e-11,1.3625e-16
0.0005,3.47,-4.0932e-05,-4.0864e-05,-4.0932e-05,-4.0932e-05,6.79962e-08,1.79775e-11,6.22129e-17
0.0005,3.48,-3.82939e-05,-3.82301e-05,-3.82939e-05,-3.82939e-05,6.38127e-08,1.69297e-11,5.68054e-17
0.0005,3.49,-3.58183e-05,-3.57584e-05,-3.58183e-05,-3.58183e-05,5.98735e-08,1.59393e-11,4.55975e-17
0.0005,3.5,-3.34958e-05,-3.34397e-05,-3.34958e-05,-3.34958e-05,5.61652e-08,1.50033e-11,8.87081e-17
0.0005,3.51,-3.13174e-05,-3.12647e-05,-3.13174e-05,-3.13174e-05,5.2675e-08,1.4119e-11,3.85298e-17
0.0005,3.52,-2.92746e-05,-2.92252e-05,-2.92746e-05,-2.92746e-05,4.9391e-08,1.32838e-11,6.327e-17
0.0005,3.53,-2.73593e-05,-2.7313e-05,-2.73593e-05,-2.73593e-05,4.63016e-08,1.24951e-11,5.68664e-17
0.0005,3.54,-2.5564e-05,-2.55206e-05,-2.5564e-05,-2.5564e-05,4.33959e-08,1.17505e-11,4.97344e-17
0.0005,3.55,-2.38815e-05,-2.38409e-05,-2.38815e-05,-2.38815e-05,4.06638e-08,1.10477e-11,4.08372e-17
0.0005,3.56,-2.23052e-05,-2.22671e-05,-2.23052e-05,-2.23052e-05,3.80953e-08,1.03845e-11,3.40473e-17
0.0005,3.57,-2.08285e-05,-2.07928e-05,-2.08285e-05,-2.08285e-05,3.56813e-08,9.75893e-12,2.95174e-17
0.0005,3.58,-1.94456e-05,-1.94122e-05,-1.94456e-05,-1.94456e-05,3.3413e-08,9.16891e-12,5.18723e-17
0.0005,3.59,-1.81507e-05,-1.81194e-05,-1.81507e-05,-1.81507e-05,3.12821e-08,8.61258e-12,4.70171e-17
0.0005,3.6,-1.69385e-05,-1.69093e-05,-1.69385e-05,-1.69385e-05,2.92808e-08,8.08815e-12,1.6795e-17
0.0005,3.61,-1.5804e-05,-1.57766e-05,-1.5804e-05,-1.5804e-05,2.74015e-08,7.59389e-12,3.63411e-17
0.0005,3.62,-1.47425e-05,-1.47168e-05,-1.47425e-05,-1.47425e-05,2.56372e-08,7.12822e-12,3.06219e-17
0.0005,3.63,-1.37493e-05,-1.37254e-05,-1.37493e-05,-1.37493e-05,2.39814e-08,6.68957e-12,2.45843e-17
0.0005,3.64,-1.28204e-05,-1.2798e-05,-1.28205e-05,-1.28204e-05,2.24276e-08,6.27646e-12,2.34543e-17
0.0005,3.65,-1.19518e-05,-1.19309e-05,-1.19518e-05,-1.19518e-05,2.097e-08,5.88752e-12,1.90718e-17
0.0005,3.66,-1.11398e-05,-1.11202e-05,-1.11398e-05,-1.11398e-05,1.96028e-08,5.52142e-12,2.9902e-17
0.0005,3.67,-1.03807e-05,-1.03624e-05,-1.03807e-05,-1.03807e-05,1.83208e-08,5.1769e-12,1.46808e-17
0.0005,3.68,-9.67137e-06,-9.65426e-06,-9.67138e-06,-9.67137e-06,1.71189e-08,4.85277e-12,1.27478e-17
0.0005,3.69,-9.00864e-06,-8.99265e-06,-9.00865e-06,-9.00864e-06,1.59924e-08,4.5479e-12,2.10471e-17
0.0005,3.7,-8.38958e-06,-8.37464e-06,-8.38959e-06,-8.38958e-06,1.49368e-08,4.26121e-12,7.41323e-18
0.0005,3.71,-7.81144e-06,-7.79749e-06,-7.81145e-06,-7.81144e-06,1.39479e-08,3.99168e-12,1.61597e-17
0.0005,3.72,-7.27164e-06,-7.25862e-06,-7.27164e-06,-7.27164e-06,1.30216e-08,3.73834e-12,1.39667e-17
0.0005,3.73,-6.76773e-06,-6.75558e-06,-6.76774e-06,-6.76773e-06,1.21542e-08,3.5003e-12,1.16416e-17
0.0005,3.74,-6.29744e-06,-6.2861e-06,-6.29744e-06,-6.29744e-06,1.13422e-08,3.27666e-12,9.66719e-18
0.0005,3.75,-5.85862e-06,-5.84803e-06,-5.85862e-06,-5.85862e-06,1.05821e-08,3.06662e-12,8.42205e-18
0.0005,3.76,-5.44924e-06,-5.43937e-06,-5.44925e-06,-5.44924e-06,9.87079e-09,2.86939e-12,7.42424e-18
0.0005,3.77,-5.06742e-06,-5.05822e-06,-5.06743e-06,-5.06742e-06,9.20533e-09,2.68424e-12,4.98902e-18
0.0005,3.78,-4.71138e-06,-4.7028e-06,-4.71139e-06,-4.71138e-06,8.58288e-09,2.51046e-12,1.05413e-17
0.0005,3.79,-4.37945e-06,-4.37145e-06,-4.37946e-06,-4.37945e-06,8.0008e-09,2.3474e-12,1.05591e-17
0.0005,3.8,-4.07006e-06,-4.06261e-06,-4.07007e-06,-4.07006e-06,7.45658e-09,2.19444e-12,8.39918e-18
0.0005,3.81,-3.78175e-06,-3.7748e-06,-3.78175e-06,-3.78175e-06,6.94789e-09,2.05098e-12,7.24764e-18
0.0005,3.82,-3.51313e-06,-3.50666e-06,-3.51313e-06,-3.51313e-06,6.47251e-09,1.91647e-12,6.38409e-18
0.0005,3.83,-3.26292e-06,-3.25689e-06,-3.26292e-06,-3.26292e-06,6.02835e-09,1.79038e-12,9.81584e-18
0.0005,3.84,-3.0299e-06,-3.02429e-06,-3.0299e-06,-3.0299e-06,5.61347e-09,1.6722e-12,4.64047e-18
0.0005,3.85,-2.81294e-06,-2.80772e-06,-2.81294e-06,-2.81294e-06,5.22601e-09,1.56147e-12,3.78751e-18
0.0005,3.86,-2.61098e-06,-2.60611e-06,-2.61098e-06,-2.61098e-06,4.86426e-09,1.45775e-12,6.61999e-18
0.0005,3.87,-2.42301e-06,-2.41849e-06,-2.42302e-06,-2.42301e-06,4.52657e-09,1.36061e-12,5.34266e-18
0.0005,3.88,-2.24812e-06,-2.24391e-06,-2.24812e-06,-2.24812e-06,4.21142e-09,1.26966e-12,5.26516e-18
0.0005,3.89,-2.08541e-06,-2.0815e-06,-2.08541e-06,-2.08541e-06,3.91737e-09,1.18452e-12,1.98036e-18
0.0005,3.9,-1.93408e-06,-1.93044e-06,-1.93409e-06,-1.93408e-06,3.64307e-09,1.10485e-12,3.70789e-18
0.0005,3.91,-1.79337e-06,-1.78998e-06,-1.79337e-06,-1.79337e-06,3.38725e-09,1.0303e-12,3.16324e-18
0.0005,3.92,-1.66254e-06,-1.6594e-06,-1.66255e-06,-1.66254e-06,3.14872e-09,9.60562e-13,2.86191e-18
0.0005,3.93,-1.54095e-06,-1.53802e-06,-1.54095e-06,-1.54095e-06,2.92636e-09,8.95348e-13,4.06279e-18
0.0005,3.94,-1.42795e-06,-1.42523e-06,-1.42795e-06,-1.42795e-06,2.71912e-09,8.34373e-13,2.02335e-18
0.0005,3.95,-1.32296e-06,-1.32044e-06,-1.32296e-06,-1.32296e-06,2.52601e-09,7.77378e-13,1.74743e-18
0.0005,3.96,-1.22544e-06,-1.2231e-06,-1.22544e-06,-1.22544e-06,2.34612e-09,7.24113e-13,2.85471e-18
0.0005,3.97,-1.13488e-06,-1.1327e-06,-1.13488e-06,-1.13488e-06,2.17857e-09,6.74348e-13,2.6186e-18
0.0005,3.98,-1.05079e-06,-1.04876e-06,-1.05079e-06,-1.05079e-06,2.02255e-09,6.27863e-13,2.07142e-18
0.0005,3.99,-9.72728e-07,-9.7085e-07,-9.72728e-07,-9.72728e-07,1.87731e-09,5.84451e-13,1.97316e-18
0.0005,4,-9.00281e-07,-8.98539e-07,-9.00282e-07,-9.00281e-07,1.74212e-09,5.4392e-13,2.68509e-18
0.0005,4.01,-8.33059e-07,-8.31443e-07,-8.33059e-07,-8.33059e-07,1.61632e-09,5.06088e-13,2.01837e-18
0.0005,4.02,-7.70697e-07,-7.69197e-07,-7.70697e-07,-7.70697e-07,1.49929e-09,4.70781e-13,2.777e-18
0.0005,4.03,-7.12856e-07,-7.11466e-07,-7.12856e-07,-7.12856e-07,1.39043e-09,4.3784e-13,2.04378e-18
0.0005,4.04,-6.5922e-07,-6.57931e-07,-6.59221e-07,-6.5922e-07,1.2892e-09,4.07113e-13,2.59404e-18
0.0005,4.05,-6.09494e-07,-6.08299e-07,-6.09495e-07,-6.09494e-07,1.19509e-09,3.78459e-13,1.88094e-18
0.0005,4.06,-5.63403e-07,-5.62296e-07,-5.63404e-07,-5.63403e-07,1.10761e-09,3.51743e-13,2.30414e-18
